Timestamp,Event_Name,Event_Type,Department,Rating,Feedback_Comment
14-01-2025 05:36,Smart City Hack,Hackathon,MBA,2,"Smart City Hack (Hackathon) had issues with crowd, too basic, air conditioning."
27-06-2025 20:07,Dance Mania,Cultural Fest,IT,3,"Dance Mania (Cultural Fest) was average experience, slides were decent."
01-06-2025 18:57,Trends in 5G,Seminar,BIO,3,"Trends in 5G (Seminar) was slides were decent, could be more interactive."
10-04-2025 01:21,Rhythm & Beats Night,Cultural Fest,EEE,4,"Rhythm & Beats Night (Cultural Fest) was very engaging, hands-on and practical."
18-09-2024 23:44,24hr HealthTech Hack,Hackathon,CE,5,"24hr HealthTech Hack (Hackathon) was great venue, well organized, good pace."
05-09-2024 23:11,Green Energy Futures,Seminar,IT,5,"Green Energy Futures (Seminar) was great venue, learnt a lot."
16-01-2025 00:56,IoT & Robotics Arena,Tech Fest,MBA,4,"IoT & Robotics Arena (Tech Fest) was very engaging, well organized."
31-08-2024 21:25,Cybersecurity Basics,Workshop,BIO,4,"Cybersecurity Basics (Workshop) was useful takeaways, well organized, excellent speakers."
23-01-2025 18:15,Figma for Beginners,Workshop,AE,4,"Figma for Beginners (Workshop) was excellent speakers, hands-on and practical, learnt a lot."
24-06-2025 01:13,Power BI Essentials,Workshop,AE,5,"Power BI Essentials (Workshop) was excellent speakers, supportive volunteers, inspiring."
18-01-2025 23:12,The Entrepreneur’s Journey,Guest Lecture,AE,5,"The Entrepreneur’s Journey (Guest Lecture) was supportive volunteers, very engaging."
26-11-2024 03:54,Stagecraft Theatre,Cultural Fest,CE,3,"Stagecraft Theatre (Cultural Fest) was timing was manageable, topics were fine."
09-05-2025 05:44,Cloud & DevOps Fair,Tech Fest,MBA,4,"Cloud & DevOps Fair (Tech Fest) was clear slides, supportive volunteers."
01-03-2025 21:59,Rhythm & Beats Night,Cultural Fest,IT,4,"Rhythm & Beats Night (Cultural Fest) was well organized, interactive sessions, good pace."
25-07-2025 03:18,FutureTech Showcase,Tech Fest,ECE,3,"FutureTech Showcase (Tech Fest) was could be more interactive, average experience."
28-05-2025 23:04,Art & Craft Pop-up,Cultural Fest,MBA,5,"Art & Craft Pop-up (Cultural Fest) was well organized, great venue."
24-09-2024 05:01,Startup Funding 101,Guest Lecture,BIO,5,"Startup Funding 101 (Guest Lecture) was interactive sessions, very engaging, supportive volunteers."
12-09-2024 23:11,24hr HealthTech Hack,Hackathon,EEE,5,"24hr HealthTech Hack (Hackathon) was well organized, learnt a lot."
15-01-2025 23:07,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was hands-on and practical, well organized, learnt a lot."
15-03-2025 04:40,IoT & Robotics Arena,Tech Fest,MBA,5,"IoT & Robotics Arena (Tech Fest) was excellent speakers, great venue, good pace."
14-05-2025 22:03,FinTech Innovation Sprint,Hackathon,ME,5,"FinTech Innovation Sprint (Hackathon) was supportive volunteers, inspiring, great venue."
26-06-2025 19:46,IoT & Robotics Arena,Tech Fest,IT,3,"IoT & Robotics Arena (Tech Fest) was okay overall, topics were fine."
26-07-2025 21:31,Careers in Data,Seminar,ECE,3,"Careers in Data (Seminar) was okay overall, could be more interactive."
18-02-2025 00:14,Campus Problem Solver,Hackathon,IT,5,"Campus Problem Solver (Hackathon) was supportive volunteers, inspiring."
16-07-2025 05:15,Product Management Myths,Guest Lecture,AE,3,"Product Management Myths (Guest Lecture) was topics were fine, could be more interactive."
06-09-2024 20:06,IoT & Robotics Arena,Tech Fest,IT,5,"IoT & Robotics Arena (Tech Fest) was clear slides, interactive sessions, very engaging."
25-09-2024 21:01,Art & Craft Pop-up,Cultural Fest,BIO,3,"Art & Craft Pop-up (Cultural Fest) was okay overall, average experience."
09-11-2024 03:40,Product Management Myths,Guest Lecture,MBA,4,"Product Management Myths (Guest Lecture) was useful takeaways, well organized, supportive volunteers."
11-06-2025 19:45,Careers in Data,Seminar,BIO,3,"Careers in Data (Seminar) was slides were decent, okay overall."
26-11-2024 00:45,The Future of EVs,Seminar,MBA,4,"The Future of EVs (Seminar) was learnt a lot, excellent speakers, well organized."
01-07-2025 21:56,Campus Problem Solver,Hackathon,ECE,5,"Campus Problem Solver (Hackathon) was hands-on and practical, inspiring, learnt a lot."
19-11-2024 04:40,Smart City Hack,Hackathon,ECE,4,"Smart City Hack (Hackathon) was excellent speakers, inspiring."
26-05-2025 22:09,IoT & Robotics Arena,Tech Fest,MBA,5,"IoT & Robotics Arena (Tech Fest) was supportive volunteers, excellent speakers, clear slides."
03-12-2024 05:20,Green Energy Futures,Seminar,ME,4,"Green Energy Futures (Seminar) was clear slides, learnt a lot, excellent speakers."
11-06-2025 22:41,Power BI Essentials,Workshop,CSE,3,"Power BI Essentials (Workshop) was could be more interactive, timing was manageable."
14-03-2025 04:58,Colours of India,Cultural Fest,AE,4,"Colours of India (Cultural Fest) was excellent speakers, hands-on and practical."
01-02-2025 03:16,Campus Problem Solver,Hackathon,IT,5,"Campus Problem Solver (Hackathon) was useful takeaways, excellent speakers, very engaging."
16-07-2025 02:23,Sustainability Hack Night,Hackathon,CHE,2,"Sustainability Hack Night (Hackathon) had issues with seating, too advanced."
08-11-2024 21:22,Power BI Essentials,Workshop,CHE,4,"Power BI Essentials (Workshop) was excellent speakers, clear slides."
28-12-2024 20:52,Web Dev Bootcamp,Workshop,CE,4,"Web Dev Bootcamp (Workshop) was clear slides, hands-on and practical, excellent speakers."
07-05-2025 03:22,Stagecraft Theatre,Cultural Fest,ME,4,"Stagecraft Theatre (Cultural Fest) was useful takeaways, clear slides, excellent speakers."
08-07-2025 05:09,Dance Mania,Cultural Fest,ME,3,"Dance Mania (Cultural Fest) was average experience, room was adequate."
15-09-2024 04:01,Stagecraft Theatre,Cultural Fest,AE,4,"Stagecraft Theatre (Cultural Fest) was well organized, excellent speakers."
04-05-2025 03:46,Stagecraft Theatre,Cultural Fest,CE,4,"Stagecraft Theatre (Cultural Fest) was useful takeaways, interactive sessions, well organized."
22-01-2025 00:16,Design Thinking in Practice,Seminar,EEE,4,"Design Thinking in Practice (Seminar) was learnt a lot, interactive sessions, good pace."
04-12-2024 22:50,AI Ethics in Industry,Guest Lecture,ME,5,"AI Ethics in Industry (Guest Lecture) was good pace, inspiring, interactive sessions."
13-05-2025 01:18,Web Dev Bootcamp,Workshop,MBA,4,"Web Dev Bootcamp (Workshop) was good pace, very engaging, great venue."
09-04-2025 20:21,Green Energy Futures,Seminar,BIO,3,"Green Energy Futures (Seminar) was okay overall, could be more interactive."
11-11-2024 23:11,InnovateX Tech Expo,Tech Fest,EEE,4,"InnovateX Tech Expo (Tech Fest) was useful takeaways, good pace, learnt a lot."
13-05-2025 00:43,Art & Craft Pop-up,Cultural Fest,MBA,5,"Art & Craft Pop-up (Cultural Fest) was very engaging, inspiring."
13-04-2025 20:25,The Future of EVs,Seminar,CSE,4,"The Future of EVs (Seminar) was good pace, clear slides."
03-05-2025 03:08,Stagecraft Theatre,Cultural Fest,CSE,3,"Stagecraft Theatre (Cultural Fest) was okay overall, could be more interactive."
30-03-2025 20:08,UX Research in the Wild,Guest Lecture,BIO,4,"UX Research in the Wild (Guest Lecture) was clear slides, well organized, excellent speakers."
18-09-2024 02:47,Design Thinking in Practice,Seminar,MBA,4,"Design Thinking in Practice (Seminar) was great venue, well organized, good pace."
08-03-2025 01:40,Web Dev Bootcamp,Workshop,CHE,3,"Web Dev Bootcamp (Workshop) was could be more interactive, okay overall."
21-10-2024 19:18,Stagecraft Theatre,Cultural Fest,AE,3,"Stagecraft Theatre (Cultural Fest) was room was adequate, timing was manageable."
03-11-2024 20:50,FinTech Innovation Sprint,Hackathon,MBA,3,"FinTech Innovation Sprint (Hackathon) was timing was manageable, could be more interactive."
01-11-2024 04:33,Fusion Music Evening,Cultural Fest,CHE,4,"Fusion Music Evening (Cultural Fest) was well organized, supportive volunteers."
01-11-2024 23:11,Campus Problem Solver,Hackathon,BIO,5,"Campus Problem Solver (Hackathon) was useful takeaways, clear slides."
21-06-2025 22:44,Stagecraft Theatre,Cultural Fest,ME,1,"Stagecraft Theatre (Cultural Fest) had issues with crowd, wifi."
08-02-2025 03:19,Dance Mania,Cultural Fest,BIO,5,"Dance Mania (Cultural Fest) was inspiring, well organized, great venue."
05-01-2025 04:02,Campus Problem Solver,Hackathon,EEE,4,"Campus Problem Solver (Hackathon) was useful takeaways, inspiring."
17-06-2025 00:22,Dance Mania,Cultural Fest,CE,3,"Dance Mania (Cultural Fest) was room was adequate, okay overall."
08-09-2024 02:56,Art & Craft Pop-up,Cultural Fest,AE,4,"Art & Craft Pop-up (Cultural Fest) was very engaging, interactive sessions, learnt a lot."
22-03-2025 04:25,ByteBlast Coding Games,Tech Fest,CSE,5,"ByteBlast Coding Games (Tech Fest) was great venue, good pace, very engaging."
01-11-2024 01:25,Campus Problem Solver,Hackathon,AE,2,"Campus Problem Solver (Hackathon) had issues with projector, timing."
21-05-2025 22:46,Stagecraft Theatre,Cultural Fest,BIO,5,"Stagecraft Theatre (Cultural Fest) was great venue, very engaging, inspiring."
03-06-2025 21:26,Design Thinking in Practice,Seminar,EEE,4,"Design Thinking in Practice (Seminar) was learnt a lot, supportive volunteers, hands-on and practical."
05-06-2025 05:58,Careers in Data,Seminar,CE,4,"Careers in Data (Seminar) was great venue, inspiring, supportive volunteers."
17-01-2025 17:30,Careers in Data,Seminar,ECE,4,"Careers in Data (Seminar) was good pace, great venue, very engaging."
24-04-2025 20:24,AI Ethics in Industry,Guest Lecture,MBA,2,"AI Ethics in Industry (Guest Lecture) had issues with air conditioning, wifi."
18-06-2025 20:27,Stagecraft Theatre,Cultural Fest,CHE,5,"Stagecraft Theatre (Cultural Fest) was very engaging, excellent speakers, useful takeaways."
17-09-2024 18:38,IoT & Robotics Arena,Tech Fest,CHE,5,"IoT & Robotics Arena (Tech Fest) was interactive sessions, learnt a lot."
25-08-2024 02:11,Design Thinking in Practice,Seminar,BIO,4,"Design Thinking in Practice (Seminar) was interactive sessions, very engaging."
02-02-2025 21:53,Power BI Essentials,Workshop,BIO,4,"Power BI Essentials (Workshop) was interactive sessions, learnt a lot, hands-on and practical."
10-09-2024 19:38,InnovateX Tech Expo,Tech Fest,AE,3,"InnovateX Tech Expo (Tech Fest) was average experience, timing was manageable."
26-08-2024 21:48,Python for Data Science,Workshop,IT,4,"Python for Data Science (Workshop) was very engaging, hands-on and practical, well organized."
18-05-2025 01:08,Rhythm & Beats Night,Cultural Fest,MBA,4,"Rhythm & Beats Night (Cultural Fest) was inspiring, interactive sessions, clear slides."
14-11-2024 04:41,Figma for Beginners,Workshop,BIO,5,"Figma for Beginners (Workshop) was learnt a lot, excellent speakers, great venue."
21-01-2025 02:55,Product Management Myths,Guest Lecture,ME,5,"Product Management Myths (Guest Lecture) was supportive volunteers, great venue."
05-10-2024 23:54,Intro to Machine Learning,Workshop,AE,4,"Intro to Machine Learning (Workshop) was good pace, clear slides, great venue."
25-08-2024 21:36,ByteBlast Coding Games,Tech Fest,ME,1,"ByteBlast Coding Games (Tech Fest) had issues with audio, registration."
27-08-2024 21:53,Power BI Essentials,Workshop,EEE,5,"Power BI Essentials (Workshop) was hands-on and practical, useful takeaways, interactive sessions."
22-10-2024 00:31,Design Thinking in Practice,Seminar,CE,3,"Design Thinking in Practice (Seminar) was okay overall, room was adequate."
27-02-2025 02:26,Power BI Essentials,Workshop,CHE,5,"Power BI Essentials (Workshop) was supportive volunteers, excellent speakers, hands-on and practical."
28-06-2025 22:38,Intro to Machine Learning,Workshop,BIO,1,Intro to Machine Learning (Workshop) had issues with too basic.
28-07-2025 21:00,The Entrepreneur’s Journey,Guest Lecture,BIO,3,"The Entrepreneur’s Journey (Guest Lecture) was slides were decent, timing was manageable."
19-05-2025 00:45,Cybersecurity Basics,Workshop,AE,3,"Cybersecurity Basics (Workshop) was slides were decent, okay overall."
07-05-2025 20:48,Product Management Myths,Guest Lecture,ECE,4,"Product Management Myths (Guest Lecture) was well organized, clear slides."
05-08-2025 20:57,Colours of India,Cultural Fest,ME,4,"Colours of India (Cultural Fest) was clear slides, inspiring, excellent speakers."
11-05-2025 23:41,Fusion Music Evening,Cultural Fest,ECE,4,"Fusion Music Evening (Cultural Fest) was well organized, inspiring, very engaging."
27-01-2025 04:13,Rhythm & Beats Night,Cultural Fest,CHE,3,"Rhythm & Beats Night (Cultural Fest) was topics were fine, room was adequate."
14-09-2024 23:34,FinTech Innovation Sprint,Hackathon,CSE,5,"FinTech Innovation Sprint (Hackathon) was useful takeaways, excellent speakers."
07-09-2024 21:38,AI Ethics in Industry,Guest Lecture,CHE,5,"AI Ethics in Industry (Guest Lecture) was excellent speakers, inspiring."
03-03-2025 23:17,Intro to Machine Learning,Workshop,IT,2,"Intro to Machine Learning (Workshop) had issues with venue, too basic."
21-10-2024 19:46,UX Research in the Wild,Guest Lecture,CHE,4,"UX Research in the Wild (Guest Lecture) was interactive sessions, great venue."
24-08-2024 05:13,Campus Problem Solver,Hackathon,ME,3,"Campus Problem Solver (Hackathon) was room was adequate, average experience."
27-12-2024 00:34,The Future of EVs,Seminar,CHE,5,"The Future of EVs (Seminar) was clear slides, good pace, learnt a lot."
25-03-2025 03:01,Web Dev Bootcamp,Workshop,CE,4,"Web Dev Bootcamp (Workshop) was well organized, interactive sessions."
09-09-2024 00:50,ByteBlast Coding Games,Tech Fest,CE,4,"ByteBlast Coding Games (Tech Fest) was excellent speakers, useful takeaways."
13-09-2024 23:40,UX Research in the Wild,Guest Lecture,CSE,1,UX Research in the Wild (Guest Lecture) had issues with projector.
17-01-2025 21:04,Figma for Beginners,Workshop,CE,4,"Figma for Beginners (Workshop) was very engaging, clear slides."
27-07-2025 01:26,The Entrepreneur’s Journey,Guest Lecture,MBA,4,"The Entrepreneur’s Journey (Guest Lecture) was learnt a lot, hands-on and practical, very engaging."
21-06-2025 05:10,FinTech Innovation Sprint,Hackathon,EEE,2,FinTech Innovation Sprint (Hackathon) had issues with too advanced.
17-05-2025 22:56,Cybersecurity Basics,Workshop,IT,5,"Cybersecurity Basics (Workshop) was well organized, great venue, good pace."
25-05-2025 00:27,Sustainability Hack Night,Hackathon,ME,2,"Sustainability Hack Night (Hackathon) had issues with venue, seating."
24-03-2025 01:45,Web Dev Bootcamp,Workshop,ME,4,"Web Dev Bootcamp (Workshop) was well organized, clear slides, good pace."
09-04-2025 22:17,Power BI Essentials,Workshop,CE,5,"Power BI Essentials (Workshop) was learnt a lot, great venue, excellent speakers."
04-03-2025 03:50,Art & Craft Pop-up,Cultural Fest,CE,3,"Art & Craft Pop-up (Cultural Fest) was okay overall, could be more interactive."
01-08-2025 01:25,Rhythm & Beats Night,Cultural Fest,ECE,3,"Rhythm & Beats Night (Cultural Fest) was average experience, timing was manageable."
22-10-2024 05:00,Smart City Hack,Hackathon,MBA,5,"Smart City Hack (Hackathon) was well organized, learnt a lot, interactive sessions."
31-05-2025 23:01,Smart City Hack,Hackathon,AE,4,"Smart City Hack (Hackathon) was good pace, learnt a lot."
12-05-2025 00:41,The Future of EVs,Seminar,BIO,4,"The Future of EVs (Seminar) was hands-on and practical, supportive volunteers, great venue."
21-03-2025 17:48,IoT & Robotics Arena,Tech Fest,BIO,5,"IoT & Robotics Arena (Tech Fest) was learnt a lot, great venue, interactive sessions."
02-06-2025 02:49,Cybersecurity Basics,Workshop,ME,3,"Cybersecurity Basics (Workshop) was okay overall, could be more interactive."
17-12-2024 23:48,Space Tech & You,Guest Lecture,EEE,4,"Space Tech & You (Guest Lecture) was learnt a lot, great venue."
14-04-2025 19:58,Power BI Essentials,Workshop,CHE,4,"Power BI Essentials (Workshop) was hands-on and practical, inspiring, interactive sessions."
17-05-2025 18:05,Green Energy Futures,Seminar,ME,4,"Green Energy Futures (Seminar) was very engaging, clear slides, well organized."
10-07-2025 20:16,IoT & Robotics Arena,Tech Fest,CSE,5,"IoT & Robotics Arena (Tech Fest) was good pace, very engaging."
01-03-2025 17:51,Startup Funding 101,Guest Lecture,CSE,4,"Startup Funding 101 (Guest Lecture) was clear slides, inspiring."
28-04-2025 17:12,UX Research in the Wild,Guest Lecture,AE,3,"UX Research in the Wild (Guest Lecture) was topics were fine, room was adequate."
21-05-2025 04:29,Dance Mania,Cultural Fest,IT,3,"Dance Mania (Cultural Fest) was okay overall, slides were decent."
17-05-2025 19:27,Stagecraft Theatre,Cultural Fest,CSE,4,"Stagecraft Theatre (Cultural Fest) was very engaging, excellent speakers, interactive sessions."
01-10-2024 22:37,Figma for Beginners,Workshop,CHE,5,"Figma for Beginners (Workshop) was great venue, hands-on and practical, good pace."
23-01-2025 04:04,Campus Problem Solver,Hackathon,CE,3,"Campus Problem Solver (Hackathon) was room was adequate, average experience."
04-03-2025 01:42,IoT & Robotics Arena,Tech Fest,CSE,4,"IoT & Robotics Arena (Tech Fest) was good pace, supportive volunteers."
02-04-2025 04:02,IoT & Robotics Arena,Tech Fest,CSE,4,"IoT & Robotics Arena (Tech Fest) was excellent speakers, inspiring."
17-12-2024 21:09,Leadership & Teams,Seminar,ECE,3,"Leadership & Teams (Seminar) was timing was manageable, okay overall."
28-05-2025 02:54,The Entrepreneur’s Journey,Guest Lecture,BIO,4,"The Entrepreneur’s Journey (Guest Lecture) was well organized, excellent speakers, hands-on and practical."
04-11-2024 06:04,ByteBlast Coding Games,Tech Fest,MBA,5,"ByteBlast Coding Games (Tech Fest) was learnt a lot, useful takeaways."
24-12-2024 03:05,Space Tech & You,Guest Lecture,ECE,1,"Space Tech & You (Guest Lecture) had issues with seating, crowd."
02-11-2024 05:56,Campus Problem Solver,Hackathon,MBA,3,"Campus Problem Solver (Hackathon) was topics were fine, room was adequate."
02-04-2025 21:05,AI Ethics in Industry,Guest Lecture,CHE,2,"AI Ethics in Industry (Guest Lecture) had issues with audio, timing, food."
10-04-2025 00:26,FutureTech Showcase,Tech Fest,AE,5,"FutureTech Showcase (Tech Fest) was great venue, well organized, hands-on and practical."
26-07-2025 23:17,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was very engaging, interactive sessions, useful takeaways."
03-10-2024 21:21,Stagecraft Theatre,Cultural Fest,CE,3,"Stagecraft Theatre (Cultural Fest) was room was adequate, okay overall."
07-10-2024 17:31,Smart City Hack,Hackathon,IT,1,"Smart City Hack (Hackathon) had issues with audio, food."
25-11-2024 23:40,FinTech Innovation Sprint,Hackathon,EEE,4,"FinTech Innovation Sprint (Hackathon) was very engaging, excellent speakers."
20-02-2025 01:17,Dance Mania,Cultural Fest,CHE,4,"Dance Mania (Cultural Fest) was excellent speakers, well organized, supportive volunteers."
09-03-2025 05:17,Dance Mania,Cultural Fest,MBA,4,"Dance Mania (Cultural Fest) was well organized, hands-on and practical, good pace."
16-11-2024 19:29,The Entrepreneur’s Journey,Guest Lecture,CE,5,"The Entrepreneur’s Journey (Guest Lecture) was interactive sessions, good pace."
01-04-2025 21:38,Careers in Data,Seminar,BIO,5,"Careers in Data (Seminar) was excellent speakers, very engaging."
27-12-2024 04:52,The Future of EVs,Seminar,ECE,3,"The Future of EVs (Seminar) was could be more interactive, slides were decent."
15-10-2024 19:31,Campus Problem Solver,Hackathon,AE,3,"Campus Problem Solver (Hackathon) was average experience, topics were fine."
31-03-2025 03:50,Campus AI Day,Tech Fest,MBA,4,"Campus AI Day (Tech Fest) was great venue, inspiring, supportive volunteers."
29-01-2025 19:37,Web Dev Bootcamp,Workshop,MBA,1,"Web Dev Bootcamp (Workshop) had issues with projector, registration, too basic."
13-01-2025 05:37,Careers in Data,Seminar,BIO,4,"Careers in Data (Seminar) was great venue, good pace."
23-11-2024 04:01,Trends in 5G,Seminar,AE,5,"Trends in 5G (Seminar) was useful takeaways, clear slides."
11-08-2025 19:04,Rhythm & Beats Night,Cultural Fest,BIO,2,"Rhythm & Beats Night (Cultural Fest) had issues with registration, too basic, wifi."
23-12-2024 21:54,Sustainability Hack Night,Hackathon,ME,3,"Sustainability Hack Night (Hackathon) was room was adequate, could be more interactive."
25-04-2025 02:37,Cybersecurity Basics,Workshop,IT,5,"Cybersecurity Basics (Workshop) was excellent speakers, inspiring, useful takeaways."
23-02-2025 05:09,Dance Mania,Cultural Fest,IT,3,"Dance Mania (Cultural Fest) was timing was manageable, okay overall."
28-07-2025 22:22,Dance Mania,Cultural Fest,ECE,5,"Dance Mania (Cultural Fest) was learnt a lot, interactive sessions."
27-08-2024 18:28,The Entrepreneur’s Journey,Guest Lecture,CSE,4,"The Entrepreneur’s Journey (Guest Lecture) was great venue, good pace, excellent speakers."
11-03-2025 01:01,Figma for Beginners,Workshop,CHE,4,"Figma for Beginners (Workshop) was inspiring, great venue."
26-04-2025 18:30,The Entrepreneur’s Journey,Guest Lecture,CHE,4,"The Entrepreneur’s Journey (Guest Lecture) was great venue, well organized."
14-02-2025 01:02,24hr HealthTech Hack,Hackathon,ECE,5,"24hr HealthTech Hack (Hackathon) was great venue, hands-on and practical."
11-10-2024 00:58,Figma for Beginners,Workshop,BIO,3,"Figma for Beginners (Workshop) was could be more interactive, topics were fine."
19-10-2024 18:06,Space Tech & You,Guest Lecture,MBA,4,"Space Tech & You (Guest Lecture) was hands-on and practical, well organized."
20-11-2024 01:22,Design Thinking in Practice,Seminar,ECE,2,"Design Thinking in Practice (Seminar) had issues with seating, registration, too advanced."
26-11-2024 03:54,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was learnt a lot, good pace, very engaging."
29-03-2025 23:12,Sustainability Hack Night,Hackathon,CSE,4,"Sustainability Hack Night (Hackathon) was inspiring, useful takeaways."
14-10-2024 06:07,Startup Funding 101,Guest Lecture,CE,4,"Startup Funding 101 (Guest Lecture) was supportive volunteers, excellent speakers, useful takeaways."
04-01-2025 04:07,Colours of India,Cultural Fest,MBA,4,"Colours of India (Cultural Fest) was learnt a lot, inspiring, excellent speakers."
19-10-2024 22:34,Campus Problem Solver,Hackathon,MBA,4,"Campus Problem Solver (Hackathon) was useful takeaways, good pace, supportive volunteers."
01-08-2025 19:32,Campus Problem Solver,Hackathon,ME,5,"Campus Problem Solver (Hackathon) was useful takeaways, supportive volunteers, excellent speakers."
12-08-2025 19:44,ByteBlast Coding Games,Tech Fest,EEE,5,"ByteBlast Coding Games (Tech Fest) was very engaging, great venue."
26-03-2025 19:43,Sustainability Hack Night,Hackathon,AE,5,"Sustainability Hack Night (Hackathon) was useful takeaways, good pace."
01-11-2024 19:32,The Entrepreneur’s Journey,Guest Lecture,ME,5,"The Entrepreneur’s Journey (Guest Lecture) was inspiring, hands-on and practical."
29-11-2024 23:47,Campus Problem Solver,Hackathon,CSE,5,"Campus Problem Solver (Hackathon) was well organized, inspiring, very engaging."
07-04-2025 00:22,Art & Craft Pop-up,Cultural Fest,BIO,5,"Art & Craft Pop-up (Cultural Fest) was interactive sessions, inspiring, good pace."
18-01-2025 17:29,Cloud & DevOps Fair,Tech Fest,CSE,3,"Cloud & DevOps Fair (Tech Fest) was slides were decent, average experience."
08-06-2025 05:01,Figma for Beginners,Workshop,EEE,3,"Figma for Beginners (Workshop) was average experience, topics were fine."
07-01-2025 05:46,Campus Problem Solver,Hackathon,CHE,5,"Campus Problem Solver (Hackathon) was useful takeaways, excellent speakers."
27-03-2025 18:59,Leadership & Teams,Seminar,CSE,2,"Leadership & Teams (Seminar) had issues with too basic, too advanced, registration."
03-01-2025 23:07,Startup Funding 101,Guest Lecture,EEE,1,Startup Funding 101 (Guest Lecture) had issues with too basic.
09-08-2025 23:07,Campus AI Day,Tech Fest,ECE,4,"Campus AI Day (Tech Fest) was learnt a lot, useful takeaways."
05-12-2024 21:03,The Entrepreneur’s Journey,Guest Lecture,IT,5,"The Entrepreneur’s Journey (Guest Lecture) was useful takeaways, very engaging."
04-02-2025 04:30,Cloud & DevOps Fair,Tech Fest,MBA,4,"Cloud & DevOps Fair (Tech Fest) was useful takeaways, clear slides, very engaging."
20-03-2025 17:29,Leadership & Teams,Seminar,EEE,2,"Leadership & Teams (Seminar) had issues with air conditioning, food, seating."
27-12-2024 06:05,Startup Funding 101,Guest Lecture,ME,4,"Startup Funding 101 (Guest Lecture) was very engaging, great venue."
11-07-2025 21:52,Space Tech & You,Guest Lecture,BIO,3,"Space Tech & You (Guest Lecture) was average experience, timing was manageable."
17-03-2025 01:59,Sustainability Hack Night,Hackathon,BIO,5,"Sustainability Hack Night (Hackathon) was interactive sessions, excellent speakers."
24-08-2024 06:06,Design Thinking in Practice,Seminar,MBA,5,"Design Thinking in Practice (Seminar) was inspiring, great venue, useful takeaways."
14-08-2025 23:06,AI Ethics in Industry,Guest Lecture,BIO,3,"AI Ethics in Industry (Guest Lecture) was room was adequate, slides were decent."
02-05-2025 21:32,Cloud & DevOps Fair,Tech Fest,IT,5,"Cloud & DevOps Fair (Tech Fest) was good pace, learnt a lot."
14-02-2025 04:00,Careers in Data,Seminar,CHE,4,"Careers in Data (Seminar) was useful takeaways, inspiring."
05-04-2025 00:12,InnovateX Tech Expo,Tech Fest,ECE,4,"InnovateX Tech Expo (Tech Fest) was well organized, excellent speakers, very engaging."
23-07-2025 22:28,Smart City Hack,Hackathon,ME,5,"Smart City Hack (Hackathon) was very engaging, hands-on and practical, excellent speakers."
26-01-2025 04:56,FutureTech Showcase,Tech Fest,ME,5,"FutureTech Showcase (Tech Fest) was good pace, interactive sessions."
23-04-2025 18:20,Power BI Essentials,Workshop,ECE,2,"Power BI Essentials (Workshop) had issues with food, timing, registration."
22-10-2024 23:56,Colours of India,Cultural Fest,CHE,5,"Colours of India (Cultural Fest) was well organized, supportive volunteers, great venue."
07-10-2024 05:03,Power BI Essentials,Workshop,ECE,3,"Power BI Essentials (Workshop) was average experience, topics were fine."
30-10-2024 03:55,InnovateX Tech Expo,Tech Fest,MBA,5,"InnovateX Tech Expo (Tech Fest) was hands-on and practical, very engaging, good pace."
15-11-2024 00:34,Python for Data Science,Workshop,CHE,5,"Python for Data Science (Workshop) was useful takeaways, interactive sessions."
09-08-2025 01:07,Startup Funding 101,Guest Lecture,ME,3,"Startup Funding 101 (Guest Lecture) was topics were fine, timing was manageable."
20-06-2025 04:36,Python for Data Science,Workshop,ECE,3,"Python for Data Science (Workshop) was average experience, okay overall."
18-07-2025 18:27,The Future of EVs,Seminar,MBA,4,"The Future of EVs (Seminar) was learnt a lot, hands-on and practical."
25-07-2025 21:25,Dance Mania,Cultural Fest,AE,2,"Dance Mania (Cultural Fest) had issues with crowd, wifi, timing."
21-01-2025 03:15,Dance Mania,Cultural Fest,CHE,4,"Dance Mania (Cultural Fest) was supportive volunteers, good pace."
15-07-2025 02:16,Power BI Essentials,Workshop,IT,4,"Power BI Essentials (Workshop) was learnt a lot, inspiring."
09-06-2025 23:35,Rhythm & Beats Night,Cultural Fest,MBA,1,"Rhythm & Beats Night (Cultural Fest) had issues with seating, venue."
28-09-2024 17:49,Art & Craft Pop-up,Cultural Fest,ME,3,"Art & Craft Pop-up (Cultural Fest) was slides were decent, topics were fine."
14-03-2025 01:30,InnovateX Tech Expo,Tech Fest,EEE,4,"InnovateX Tech Expo (Tech Fest) was well organized, supportive volunteers."
16-07-2025 01:46,UX Research in the Wild,Guest Lecture,CHE,4,"UX Research in the Wild (Guest Lecture) was good pace, supportive volunteers, excellent speakers."
10-05-2025 21:03,Colours of India,Cultural Fest,EEE,4,"Colours of India (Cultural Fest) was hands-on and practical, excellent speakers."
28-01-2025 04:39,Figma for Beginners,Workshop,MBA,4,"Figma for Beginners (Workshop) was useful takeaways, interactive sessions, excellent speakers."
21-10-2024 00:51,Startup Funding 101,Guest Lecture,CSE,5,"Startup Funding 101 (Guest Lecture) was excellent speakers, good pace."
01-11-2024 04:12,Rhythm & Beats Night,Cultural Fest,EEE,4,"Rhythm & Beats Night (Cultural Fest) was excellent speakers, well organized."
