timestamp,event_name,event_type,department,rating,feedback_comment,satisfaction_bucket,comment_length,word_count,sentiment_score,sentiment_label
08-10-2024 23:18,Green Energy Futures,Seminar,BIO,5,"Green Energy Futures (Seminar) was excellent speakers, supportive volunteers.",High,77,9,0.7906,Positive
19-06-2025 01:47,UX Research in the Wild,Guest Lecture,MBA,4,"UX Research in the Wild (Guest Lecture) was clear slides, well organized.",High,73,12,0.5719,Positive
17-09-2024 21:50,Design Thinking in Practice,Seminar,ECE,4,"Design Thinking in Practice (Seminar) was great venue, interactive sessions, good pace.",High,87,12,0.7906,Positive
25-04-2025 21:06,Careers in Data,Seminar,ECE,4,"Careers in Data (Seminar) was very engaging, interactive sessions.",High,66,9,0.4005,Positive
16-12-2024 05:39,FutureTech Showcase,Tech Fest,CHE,4,"FutureTech Showcase (Tech Fest) was excellent speakers, hands-on and practical, useful takeaways.",High,97,12,0.765,Positive
12-08-2025 21:13,Dance Mania,Cultural Fest,AE,5,"Dance Mania (Cultural Fest) was useful takeaways, interactive sessions.",High,71,9,0.4404,Positive
04-11-2024 02:54,Web Dev Bootcamp,Workshop,EEE,4,"Web Dev Bootcamp (Workshop) was great venue, well organized, very engaging.",High,75,11,0.8357,Positive
10-12-2024 23:38,24hr HealthTech Hack,Hackathon,ME,5,"24hr HealthTech Hack (Hackathon) was excellent speakers, clear slides.",High,70,9,0.743,Positive
23-06-2025 19:08,FinTech Innovation Sprint,Hackathon,ME,4,"FinTech Innovation Sprint (Hackathon) was hands-on and practical, great venue, useful takeaways.",High,96,12,0.8625,Positive
09-01-2025 00:54,ByteBlast Coding Games,Tech Fest,ME,2,"ByteBlast Coding Games (Tech Fest) had issues with timing, air conditioning, food.",Low,82,12,0,Neutral
08-01-2025 21:00,Sustainability Hack Night,Hackathon,AE,3,"Sustainability Hack Night (Hackathon) was topics were fine, slides were decent.",Medium,79,11,0.2023,Positive
29-04-2025 01:54,Rhythm & Beats Night,Cultural Fest,MBA,5,"Rhythm & Beats Night (Cultural Fest) was excellent speakers, hands-on and practical, useful takeaways.",High,102,14,0.765,Positive
04-12-2024 21:25,Trends in 5G,Seminar,CE,4,"Trends in 5G (Seminar) was useful takeaways, well organized, interactive sessions.",High,82,11,0.6124,Positive
30-03-2025 19:20,Web Dev Bootcamp,Workshop,EEE,5,"Web Dev Bootcamp (Workshop) was excellent speakers, well organized, inspiring.",High,78,10,0.8225,Positive
02-04-2025 17:41,Campus Problem Solver,Hackathon,CE,4,"Campus Problem Solver (Hackathon) was excellent speakers, good pace, well organized.",High,84,11,0.7184,Positive
17-01-2025 18:37,FutureTech Showcase,Tech Fest,AE,4,"FutureTech Showcase (Tech Fest) was useful takeaways, good pace, interactive sessions.",High,86,11,0.7003,Positive
02-04-2025 18:27,FutureTech Showcase,Tech Fest,ME,4,"FutureTech Showcase (Tech Fest) was supportive volunteers, great venue, excellent speakers.",High,91,11,0.875,Positive
12-03-2025 21:59,Campus Problem Solver,Hackathon,IT,3,"Campus Problem Solver (Hackathon) was timing was manageable, okay overall.",Medium,74,10,-0.2023,Negative
01-10-2024 01:52,Green Energy Futures,Seminar,MBA,3,"Green Energy Futures (Seminar) was slides were decent, average experience.",Medium,74,10,0.2732,Positive
18-07-2025 19:27,Cloud & DevOps Fair,Tech Fest,CHE,5,"Cloud & DevOps Fair (Tech Fest) was great venue, supportive volunteers.",High,71,11,0.8225,Positive
09-11-2024 06:00,ByteBlast Coding Games,Tech Fest,EEE,4,"ByteBlast Coding Games (Tech Fest) was very engaging, useful takeaways.",High,71,10,0.707,Positive
09-04-2025 04:11,AI Ethics in Industry,Guest Lecture,ME,4,"AI Ethics in Industry (Guest Lecture) was inspiring, useful takeaways, interactive sessions.",High,92,12,0.6908,Positive
08-11-2024 00:16,Art & Craft Pop-up,Cultural Fest,AE,1,"Art & Craft Pop-up (Cultural Fest) had issues with air conditioning, audio.",Low,75,12,0,Neutral
08-05-2025 18:31,Sustainability Hack Night,Hackathon,EEE,4,"Sustainability Hack Night (Hackathon) was useful takeaways, well organized, great venue.",High,88,11,0.8442,Positive
01-10-2024 04:07,Sustainability Hack Night,Hackathon,CSE,4,"Sustainability Hack Night (Hackathon) was great venue, hands-on and practical.",High,78,10,0.6249,Positive
02-06-2025 05:59,Cloud & DevOps Fair,Tech Fest,AE,2,"Cloud & DevOps Fair (Tech Fest) had issues with venue, too basic, crowd.",Low,72,13,0.3182,Positive
23-04-2025 01:21,Campus AI Day,Tech Fest,AE,5,"Campus AI Day (Tech Fest) was great venue, useful takeaways.",High,60,10,0.7906,Positive
05-10-2024 01:53,Campus AI Day,Tech Fest,ECE,3,"Campus AI Day (Tech Fest) was slides were decent, could be more interactive.",Medium,76,13,0,Neutral
30-06-2025 19:35,Python for Data Science,Workshop,CE,4,"Python for Data Science (Workshop) was inspiring, clear slides, interactive sessions.",High,85,11,0.6597,Positive
24-06-2025 18:02,Careers in Data,Seminar,IT,2,"Careers in Data (Seminar) had issues with audio, air conditioning.",Low,66,10,0,Neutral
04-06-2025 03:36,UX Research in the Wild,Guest Lecture,MBA,5,"UX Research in the Wild (Guest Lecture) was great venue, excellent speakers.",High,76,12,0.8316,Positive
17-06-2025 03:21,Careers in Data,Seminar,AE,4,"Careers in Data (Seminar) was great venue, excellent speakers.",High,62,9,0.8316,Positive
28-01-2025 01:36,Careers in Data,Seminar,IT,4,"Careers in Data (Seminar) was useful takeaways, excellent speakers.",High,67,9,0.765,Positive
27-03-2025 01:35,Product Management Myths,Guest Lecture,ME,4,"Product Management Myths (Guest Lecture) was interactive sessions, supportive volunteers.",High,89,10,0.296,Positive
27-04-2025 20:26,FutureTech Showcase,Tech Fest,EEE,4,"FutureTech Showcase (Tech Fest) was learnt a lot, great venue.",High,62,10,0.6249,Positive
26-05-2025 05:08,Intro to Machine Learning,Workshop,ECE,1,"Intro to Machine Learning (Workshop) had issues with food, too advanced.",Low,72,11,0.25,Positive
08-11-2024 19:23,Rhythm & Beats Night,Cultural Fest,MBA,4,"Rhythm & Beats Night (Cultural Fest) was useful takeaways, good pace.",High,69,11,0.7003,Positive
04-08-2025 04:27,The Entrepreneur’s Journey,Guest Lecture,ME,4,"The Entrepreneur’s Journey (Guest Lecture) was well organized, good pace, great venue.",High,86,12,0.8442,Positive
22-12-2024 22:03,Campus Problem Solver,Hackathon,EEE,2,"Campus Problem Solver (Hackathon) had issues with too basic, registration, too advanced.",Low,88,12,-0.1779,Negative
14-01-2025 05:36,Smart City Hack,Hackathon,MBA,2,"Smart City Hack (Hackathon) had issues with crowd, too basic, air conditioning.",Low,79,12,0.4019,Positive
27-06-2025 20:07,Dance Mania,Cultural Fest,IT,3,"Dance Mania (Cultural Fest) was average experience, slides were decent.",Medium,71,10,0,Neutral
01-06-2025 18:57,Trends in 5G,Seminar,BIO,3,"Trends in 5G (Seminar) was slides were decent, could be more interactive.",Medium,73,12,0,Neutral
10-04-2025 01:21,Rhythm & Beats Night,Cultural Fest,EEE,4,"Rhythm & Beats Night (Cultural Fest) was very engaging, hands-on and practical.",High,79,12,0.4005,Positive
18-09-2024 23:44,24hr HealthTech Hack,Hackathon,CE,5,"24hr HealthTech Hack (Hackathon) was great venue, well organized, good pace.",High,76,11,0.8442,Positive
05-09-2024 23:11,Green Energy Futures,Seminar,IT,5,"Green Energy Futures (Seminar) was great venue, learnt a lot.",High,61,10,0.7351,Positive
16-01-2025 00:56,IoT & Robotics Arena,Tech Fest,MBA,4,"IoT & Robotics Arena (Tech Fest) was very engaging, well organized.",High,67,11,0.6214,Positive
31-08-2024 21:25,Cybersecurity Basics,Workshop,BIO,4,"Cybersecurity Basics (Workshop) was useful takeaways, well organized, excellent speakers.",High,89,10,0.8271,Positive
23-01-2025 18:15,Figma for Beginners,Workshop,AE,4,"Figma for Beginners (Workshop) was excellent speakers, hands-on and practical, learnt a lot.",High,92,13,0.5719,Positive
24-06-2025 01:13,Power BI Essentials,Workshop,AE,5,"Power BI Essentials (Workshop) was excellent speakers, supportive volunteers, inspiring.",High,88,10,0.8271,Positive
18-01-2025 23:12,The Entrepreneur’s Journey,Guest Lecture,AE,5,"The Entrepreneur’s Journey (Guest Lecture) was supportive volunteers, very engaging.",High,84,10,0.5984,Positive
26-11-2024 03:54,Stagecraft Theatre,Cultural Fest,CE,3,"Stagecraft Theatre (Cultural Fest) was timing was manageable, topics were fine.",Medium,79,11,0.2023,Positive
09-05-2025 05:44,Cloud & DevOps Fair,Tech Fest,MBA,4,"Cloud & DevOps Fair (Tech Fest) was clear slides, supportive volunteers.",High,72,11,0.7269,Positive
01-03-2025 21:59,Rhythm & Beats Night,Cultural Fest,IT,4,"Rhythm & Beats Night (Cultural Fest) was well organized, interactive sessions, good pace.",High,89,13,0.6124,Positive
25-07-2025 03:18,FutureTech Showcase,Tech Fest,ECE,3,"FutureTech Showcase (Tech Fest) was could be more interactive, average experience.",Medium,82,11,0,Neutral
28-05-2025 23:04,Art & Craft Pop-up,Cultural Fest,MBA,5,"Art & Craft Pop-up (Cultural Fest) was well organized, great venue.",High,67,11,0.7351,Positive
24-09-2024 05:01,Startup Funding 101,Guest Lecture,BIO,5,"Startup Funding 101 (Guest Lecture) was interactive sessions, very engaging, supportive volunteers.",High,99,12,0.6335,Positive
12-09-2024 23:11,24hr HealthTech Hack,Hackathon,EEE,5,"24hr HealthTech Hack (Hackathon) was well organized, learnt a lot.",High,66,10,0.2732,Positive
15-01-2025 23:07,Leadership & Teams,Seminar,IT,5,"Leadership & Teams (Seminar) was hands-on and practical, well organized, learnt a lot.",High,86,13,0.2732,Positive
15-03-2025 04:40,IoT & Robotics Arena,Tech Fest,MBA,5,"IoT & Robotics Arena (Tech Fest) was excellent speakers, great venue, good pace.",High,80,13,0.8934,Positive
14-05-2025 22:03,FinTech Innovation Sprint,Hackathon,ME,5,"FinTech Innovation Sprint (Hackathon) was supportive volunteers, inspiring, great venue.",High,88,10,0.8934,Positive
26-06-2025 19:46,IoT & Robotics Arena,Tech Fest,IT,3,"IoT & Robotics Arena (Tech Fest) was okay overall, topics were fine.",Medium,68,12,0.4019,Positive
26-07-2025 21:31,Careers in Data,Seminar,ECE,3,"Careers in Data (Seminar) was okay overall, could be more interactive.",Medium,70,11,0.2263,Positive
18-02-2025 00:14,Campus Problem Solver,Hackathon,IT,5,"Campus Problem Solver (Hackathon) was supportive volunteers, inspiring.",High,71,8,0.3182,Positive
16-07-2025 05:15,Product Management Myths,Guest Lecture,AE,3,"Product Management Myths (Guest Lecture) was topics were fine, could be more interactive.",Medium,89,13,0.2023,Positive
06-09-2024 20:06,IoT & Robotics Arena,Tech Fest,IT,5,"IoT & Robotics Arena (Tech Fest) was clear slides, interactive sessions, very engaging.",High,87,13,0.6478,Positive
25-09-2024 21:01,Art & Craft Pop-up,Cultural Fest,BIO,3,"Art & Craft Pop-up (Cultural Fest) was okay overall, average experience.",Medium,72,11,0.2263,Positive
09-11-2024 03:40,Product Management Myths,Guest Lecture,MBA,4,"Product Management Myths (Guest Lecture) was useful takeaways, well organized, supportive volunteers.",High,101,12,0.7351,Positive
11-06-2025 19:45,Careers in Data,Seminar,BIO,3,"Careers in Data (Seminar) was slides were decent, okay overall.",Medium,63,10,0.2263,Positive
26-11-2024 00:45,The Future of EVs,Seminar,MBA,4,"The Future of EVs (Seminar) was learnt a lot, excellent speakers, well organized.",High,81,13,0.7003,Positive
01-07-2025 21:56,Campus Problem Solver,Hackathon,ECE,5,"Campus Problem Solver (Hackathon) was hands-on and practical, inspiring, learnt a lot.",High,86,12,0.0258,Neutral
19-11-2024 04:40,Smart City Hack,Hackathon,ECE,4,"Smart City Hack (Hackathon) was excellent speakers, inspiring.",High,62,8,0.8481,Positive
26-05-2025 22:09,IoT & Robotics Arena,Tech Fest,MBA,5,"IoT & Robotics Arena (Tech Fest) was supportive volunteers, excellent speakers, clear slides.",High,93,13,0.8176,Positive
03-12-2024 05:20,Green Energy Futures,Seminar,ME,4,"Green Energy Futures (Seminar) was clear slides, learnt a lot, excellent speakers.",High,82,12,0.8126,Positive
11-06-2025 22:41,Power BI Essentials,Workshop,CSE,3,"Power BI Essentials (Workshop) was could be more interactive, timing was manageable.",Medium,84,12,0,Neutral
14-03-2025 04:58,Colours of India,Cultural Fest,AE,4,"Colours of India (Cultural Fest) was excellent speakers, hands-on and practical.",High,80,11,0.5719,Positive
01-02-2025 03:16,Campus Problem Solver,Hackathon,IT,5,"Campus Problem Solver (Hackathon) was useful takeaways, excellent speakers, very engaging.",High,90,11,0.7645,Positive
16-07-2025 02:23,Sustainability Hack Night,Hackathon,CHE,2,"Sustainability Hack Night (Hackathon) had issues with seating, too advanced.",Low,76,10,0.25,Positive
08-11-2024 21:22,Power BI Essentials,Workshop,CHE,4,"Power BI Essentials (Workshop) was excellent speakers, clear slides.",High,68,9,0.743,Positive
28-12-2024 20:52,Web Dev Bootcamp,Workshop,CE,4,"Web Dev Bootcamp (Workshop) was clear slides, hands-on and practical, excellent speakers.",High,89,12,0.743,Positive
07-05-2025 03:22,Stagecraft Theatre,Cultural Fest,ME,4,"Stagecraft Theatre (Cultural Fest) was useful takeaways, clear slides, excellent speakers.",High,90,11,0.8481,Positive
08-07-2025 05:09,Dance Mania,Cultural Fest,ME,3,"Dance Mania (Cultural Fest) was average experience, room was adequate.",Medium,70,10,0.2263,Positive
15-09-2024 04:01,Stagecraft Theatre,Cultural Fest,AE,4,"Stagecraft Theatre (Cultural Fest) was well organized, excellent speakers.",High,74,9,0.7003,Positive
04-05-2025 03:46,Stagecraft Theatre,Cultural Fest,CE,4,"Stagecraft Theatre (Cultural Fest) was useful takeaways, interactive sessions, well organized.",High,94,11,0.6124,Positive
22-01-2025 00:16,Design Thinking in Practice,Seminar,EEE,4,"Design Thinking in Practice (Seminar) was learnt a lot, interactive sessions, good pace.",High,88,13,0.4404,Positive
04-12-2024 22:50,AI Ethics in Industry,Guest Lecture,ME,5,"AI Ethics in Industry (Guest Lecture) was good pace, inspiring, interactive sessions.",High,85,12,0.6908,Positive
13-05-2025 01:18,Web Dev Bootcamp,Workshop,MBA,4,"Web Dev Bootcamp (Workshop) was good pace, very engaging, great venue.",High,70,11,0.8742,Positive
09-04-2025 20:21,Green Energy Futures,Seminar,BIO,3,"Green Energy Futures (Seminar) was okay overall, could be more interactive.",Medium,75,11,0.4588,Positive
11-11-2024 23:11,InnovateX Tech Expo,Tech Fest,EEE,4,"InnovateX Tech Expo (Tech Fest) was useful takeaways, good pace, learnt a lot.",High,78,13,0.7003,Positive
13-05-2025 00:43,Art & Craft Pop-up,Cultural Fest,MBA,5,"Art & Craft Pop-up (Cultural Fest) was very engaging, inspiring.",High,64,10,0.6976,Positive
13-04-2025 20:25,The Future of EVs,Seminar,CSE,4,"The Future of EVs (Seminar) was good pace, clear slides.",High,56,10,0.6705,Positive
03-05-2025 03:08,Stagecraft Theatre,Cultural Fest,CSE,3,"Stagecraft Theatre (Cultural Fest) was okay overall, could be more interactive.",Medium,79,11,0.2263,Positive
30-03-2025 20:08,UX Research in the Wild,Guest Lecture,BIO,4,"UX Research in the Wild (Guest Lecture) was clear slides, well organized, excellent speakers.",High,93,14,0.8126,Positive
18-09-2024 02:47,Design Thinking in Practice,Seminar,MBA,4,"Design Thinking in Practice (Seminar) was great venue, well organized, good pace.",High,81,12,0.8442,Positive
08-03-2025 01:40,Web Dev Bootcamp,Workshop,CHE,3,"Web Dev Bootcamp (Workshop) was could be more interactive, okay overall.",Medium,72,11,0.2911,Positive
21-10-2024 19:18,Stagecraft Theatre,Cultural Fest,AE,3,"Stagecraft Theatre (Cultural Fest) was room was adequate, timing was manageable.",Medium,80,11,0.2263,Positive
03-11-2024 20:50,FinTech Innovation Sprint,Hackathon,MBA,3,"FinTech Innovation Sprint (Hackathon) was timing was manageable, could be more interactive.",Medium,91,12,0.3818,Positive
01-11-2024 04:33,Fusion Music Evening,Cultural Fest,CHE,4,"Fusion Music Evening (Cultural Fest) was well organized, supportive volunteers.",High,79,10,0.5106,Positive
01-11-2024 23:11,Campus Problem Solver,Hackathon,BIO,5,"Campus Problem Solver (Hackathon) was useful takeaways, clear slides.",High,69,9,0.4215,Positive
21-06-2025 22:44,Stagecraft Theatre,Cultural Fest,ME,1,"Stagecraft Theatre (Cultural Fest) had issues with crowd, wifi.",Low,63,9,0,Neutral
08-02-2025 03:19,Dance Mania,Cultural Fest,BIO,5,"Dance Mania (Cultural Fest) was inspiring, well organized, great venue.",High,71,10,0.8402,Positive
05-01-2025 04:02,Campus Problem Solver,Hackathon,EEE,4,"Campus Problem Solver (Hackathon) was useful takeaways, inspiring.",High,66,8,0.4588,Positive
17-06-2025 00:22,Dance Mania,Cultural Fest,CE,3,"Dance Mania (Cultural Fest) was room was adequate, okay overall.",Medium,64,10,0.4215,Positive
08-09-2024 02:56,Art & Craft Pop-up,Cultural Fest,AE,4,"Art & Craft Pop-up (Cultural Fest) was very engaging, interactive sessions, learnt a lot.",High,89,14,0.4005,Positive
22-03-2025 04:25,ByteBlast Coding Games,Tech Fest,CSE,5,"ByteBlast Coding Games (Tech Fest) was great venue, good pace, very engaging.",High,77,12,0.8655,Positive
01-11-2024 01:25,Campus Problem Solver,Hackathon,AE,2,"Campus Problem Solver (Hackathon) had issues with projector, timing.",Low,68,9,-0.4019,Negative
21-05-2025 22:46,Stagecraft Theatre,Cultural Fest,BIO,5,"Stagecraft Theatre (Cultural Fest) was great venue, very engaging, inspiring.",High,77,10,0.8712,Positive
03-06-2025 21:26,Design Thinking in Practice,Seminar,EEE,4,"Design Thinking in Practice (Seminar) was learnt a lot, supportive volunteers, hands-on and practical.",High,102,14,0.296,Positive
05-06-2025 05:58,Careers in Data,Seminar,CE,4,"Careers in Data (Seminar) was great venue, inspiring, supportive volunteers.",High,76,10,0.8442,Positive
17-01-2025 17:30,Careers in Data,Seminar,ECE,4,"Careers in Data (Seminar) was good pace, great venue, very engaging.",High,68,11,0.8655,Positive
24-04-2025 20:24,AI Ethics in Industry,Guest Lecture,MBA,2,"AI Ethics in Industry (Guest Lecture) had issues with air conditioning, wifi.",Low,77,12,0,Neutral
18-06-2025 20:27,Stagecraft Theatre,Cultural Fest,CHE,5,"Stagecraft Theatre (Cultural Fest) was very engaging, excellent speakers, useful takeaways.",High,91,11,0.8615,Positive
17-09-2024 18:38,IoT & Robotics Arena,Tech Fest,CHE,5,"IoT & Robotics Arena (Tech Fest) was interactive sessions, learnt a lot.",High,72,12,0,Neutral
25-08-2024 02:11,Design Thinking in Practice,Seminar,BIO,4,"Design Thinking in Practice (Seminar) was interactive sessions, very engaging.",High,78,10,0.4005,Positive
02-02-2025 21:53,Power BI Essentials,Workshop,BIO,4,"Power BI Essentials (Workshop) was interactive sessions, learnt a lot, hands-on and practical.",High,94,13,0,Neutral
10-09-2024 19:38,InnovateX Tech Expo,Tech Fest,AE,3,"InnovateX Tech Expo (Tech Fest) was average experience, timing was manageable.",Medium,78,11,0,Neutral
26-08-2024 21:48,Python for Data Science,Workshop,IT,4,"Python for Data Science (Workshop) was very engaging, hands-on and practical, well organized.",High,93,13,0.5849,Positive
18-05-2025 01:08,Rhythm & Beats Night,Cultural Fest,MBA,4,"Rhythm & Beats Night (Cultural Fest) was inspiring, interactive sessions, clear slides.",High,87,12,0.6597,Positive
14-11-2024 04:41,Figma for Beginners,Workshop,BIO,5,"Figma for Beginners (Workshop) was learnt a lot, excellent speakers, great venue.",High,81,12,0.8316,Positive
21-01-2025 02:55,Product Management Myths,Guest Lecture,ME,5,"Product Management Myths (Guest Lecture) was supportive volunteers, great venue.",High,80,10,0.743,Positive
05-10-2024 23:54,Intro to Machine Learning,Workshop,AE,4,"Intro to Machine Learning (Workshop) was good pace, clear slides, great venue.",High,78,12,0.8625,Positive
25-08-2024 21:36,ByteBlast Coding Games,Tech Fest,ME,1,"ByteBlast Coding Games (Tech Fest) had issues with audio, registration.",Low,71,10,0,Neutral
27-08-2024 21:53,Power BI Essentials,Workshop,EEE,5,"Power BI Essentials (Workshop) was hands-on and practical, useful takeaways, interactive sessions.",High,98,12,0.4404,Positive
22-10-2024 00:31,Design Thinking in Practice,Seminar,CE,3,"Design Thinking in Practice (Seminar) was okay overall, room was adequate.",Medium,74,11,0.4215,Positive
27-02-2025 02:26,Power BI Essentials,Workshop,CHE,5,"Power BI Essentials (Workshop) was supportive volunteers, excellent speakers, hands-on and practical.",High,101,12,0.7096,Positive
28-06-2025 22:38,Intro to Machine Learning,Workshop,BIO,1,Intro to Machine Learning (Workshop) had issues with too basic.,Low,63,10,0,Neutral
28-07-2025 21:00,The Entrepreneur’s Journey,Guest Lecture,BIO,3,"The Entrepreneur’s Journey (Guest Lecture) was slides were decent, timing was manageable.",Medium,89,12,0,Neutral
19-05-2025 00:45,Cybersecurity Basics,Workshop,AE,3,"Cybersecurity Basics (Workshop) was slides were decent, okay overall.",Medium,69,9,0.2263,Positive
07-05-2025 20:48,Product Management Myths,Guest Lecture,ECE,4,"Product Management Myths (Guest Lecture) was well organized, clear slides.",High,74,10,0.5719,Positive
05-08-2025 20:57,Colours of India,Cultural Fest,ME,4,"Colours of India (Cultural Fest) was clear slides, inspiring, excellent speakers.",High,81,11,0.8442,Positive
11-05-2025 23:41,Fusion Music Evening,Cultural Fest,ECE,4,"Fusion Music Evening (Cultural Fest) was well organized, inspiring, very engaging.",High,82,11,0.7645,Positive
27-01-2025 04:13,Rhythm & Beats Night,Cultural Fest,CHE,3,"Rhythm & Beats Night (Cultural Fest) was topics were fine, room was adequate.",Medium,77,13,0.4019,Positive
14-09-2024 23:34,FinTech Innovation Sprint,Hackathon,CSE,5,"FinTech Innovation Sprint (Hackathon) was useful takeaways, excellent speakers.",High,79,9,0.8481,Positive
07-09-2024 21:38,AI Ethics in Industry,Guest Lecture,CHE,5,"AI Ethics in Industry (Guest Lecture) was excellent speakers, inspiring.",High,72,10,0.7579,Positive
03-03-2025 23:17,Intro to Machine Learning,Workshop,IT,2,"Intro to Machine Learning (Workshop) had issues with venue, too basic.",Low,70,11,0,Neutral
21-10-2024 19:46,UX Research in the Wild,Guest Lecture,CHE,4,"UX Research in the Wild (Guest Lecture) was interactive sessions, great venue.",High,78,12,0.6249,Positive
24-08-2024 05:13,Campus Problem Solver,Hackathon,ME,3,"Campus Problem Solver (Hackathon) was room was adequate, average experience.",Medium,76,10,-0.2023,Negative
27-12-2024 00:34,The Future of EVs,Seminar,CHE,5,"The Future of EVs (Seminar) was clear slides, good pace, learnt a lot.",High,70,13,0.6705,Positive
25-03-2025 03:01,Web Dev Bootcamp,Workshop,CE,4,"Web Dev Bootcamp (Workshop) was well organized, interactive sessions.",High,69,9,0.2732,Positive
09-09-2024 00:50,ByteBlast Coding Games,Tech Fest,CE,4,"ByteBlast Coding Games (Tech Fest) was excellent speakers, useful takeaways.",High,76,10,0.765,Positive
13-09-2024 23:40,UX Research in the Wild,Guest Lecture,CSE,1,UX Research in the Wild (Guest Lecture) had issues with projector.,Low,66,11,0,Neutral
17-01-2025 21:04,Figma for Beginners,Workshop,CE,4,"Figma for Beginners (Workshop) was very engaging, clear slides.",High,63,9,0.6779,Positive
27-07-2025 01:26,The Entrepreneur’s Journey,Guest Lecture,MBA,4,"The Entrepreneur’s Journey (Guest Lecture) was learnt a lot, hands-on and practical, very engaging.",High,99,14,0.4005,Positive
21-06-2025 05:10,FinTech Innovation Sprint,Hackathon,EEE,2,FinTech Innovation Sprint (Hackathon) had issues with too advanced.,Low,67,9,0.5574,Positive
17-05-2025 22:56,Cybersecurity Basics,Workshop,IT,5,"Cybersecurity Basics (Workshop) was well organized, great venue, good pace.",High,75,10,0.8442,Positive
25-05-2025 00:27,Sustainability Hack Night,Hackathon,ME,2,"Sustainability Hack Night (Hackathon) had issues with venue, seating.",Low,69,9,0,Neutral
24-03-2025 01:45,Web Dev Bootcamp,Workshop,ME,4,"Web Dev Bootcamp (Workshop) was well organized, clear slides, good pace.",High,72,11,0.765,Positive
09-04-2025 22:17,Power BI Essentials,Workshop,CE,5,"Power BI Essentials (Workshop) was learnt a lot, great venue, excellent speakers.",High,81,12,0.8316,Positive
04-03-2025 03:50,Art & Craft Pop-up,Cultural Fest,CE,3,"Art & Craft Pop-up (Cultural Fest) was okay overall, could be more interactive.",Medium,79,13,0.2263,Positive
01-08-2025 01:25,Rhythm & Beats Night,Cultural Fest,ECE,3,"Rhythm & Beats Night (Cultural Fest) was average experience, timing was manageable.",Medium,83,12,0,Neutral
22-10-2024 05:00,Smart City Hack,Hackathon,MBA,5,"Smart City Hack (Hackathon) was well organized, learnt a lot, interactive sessions.",High,83,12,0.5859,Positive
31-05-2025 23:01,Smart City Hack,Hackathon,AE,4,"Smart City Hack (Hackathon) was good pace, learnt a lot.",High,56,10,0.6808,Positive
12-05-2025 00:41,The Future of EVs,Seminar,BIO,4,"The Future of EVs (Seminar) was hands-on and practical, supportive volunteers, great venue.",High,91,13,0.743,Positive
21-03-2025 17:48,IoT & Robotics Arena,Tech Fest,BIO,5,"IoT & Robotics Arena (Tech Fest) was learnt a lot, great venue, interactive sessions.",High,85,14,0.6249,Positive
02-06-2025 02:49,Cybersecurity Basics,Workshop,ME,3,"Cybersecurity Basics (Workshop) was okay overall, could be more interactive.",Medium,76,10,0.2263,Positive
17-12-2024 23:48,Space Tech & You,Guest Lecture,EEE,4,"Space Tech & You (Guest Lecture) was learnt a lot, great venue.",High,63,12,0.6249,Positive
14-04-2025 19:58,Power BI Essentials,Workshop,CHE,4,"Power BI Essentials (Workshop) was hands-on and practical, inspiring, interactive sessions.",High,91,11,0.4215,Positive
17-05-2025 18:05,Green Energy Futures,Seminar,ME,4,"Green Energy Futures (Seminar) was very engaging, clear slides, well organized.",High,79,11,0.8304,Positive
10-07-2025 20:16,IoT & Robotics Arena,Tech Fest,CSE,5,"IoT & Robotics Arena (Tech Fest) was good pace, very engaging.",High,62,11,0.6801,Positive
01-03-2025 17:51,Startup Funding 101,Guest Lecture,CSE,4,"Startup Funding 101 (Guest Lecture) was clear slides, inspiring.",High,64,9,0.6597,Positive
28-04-2025 17:12,UX Research in the Wild,Guest Lecture,AE,3,"UX Research in the Wild (Guest Lecture) was topics were fine, room was adequate.",Medium,80,14,0.4019,Positive
21-05-2025 04:29,Dance Mania,Cultural Fest,IT,3,"Dance Mania (Cultural Fest) was okay overall, slides were decent.",Medium,65,10,0.2263,Positive
17-05-2025 19:27,Stagecraft Theatre,Cultural Fest,CSE,4,"Stagecraft Theatre (Cultural Fest) was very engaging, excellent speakers, interactive sessions.",High,95,11,0.7698,Positive
01-10-2024 22:37,Figma for Beginners,Workshop,CHE,5,"Figma for Beginners (Workshop) was great venue, hands-on and practical, good pace.",High,82,12,0.7906,Positive
23-01-2025 04:04,Campus Problem Solver,Hackathon,CE,3,"Campus Problem Solver (Hackathon) was room was adequate, average experience.",Medium,76,10,-0.2023,Negative
04-03-2025 01:42,IoT & Robotics Arena,Tech Fest,CSE,4,"IoT & Robotics Arena (Tech Fest) was good pace, supportive volunteers.",High,70,11,0.6249,Positive
02-04-2025 04:02,IoT & Robotics Arena,Tech Fest,CSE,4,"IoT & Robotics Arena (Tech Fest) was excellent speakers, inspiring.",High,67,10,0.7579,Positive
17-12-2024 21:09,Leadership & Teams,Seminar,ECE,3,"Leadership & Teams (Seminar) was timing was manageable, okay overall.",Medium,69,10,0.2263,Positive
28-05-2025 02:54,The Entrepreneur’s Journey,Guest Lecture,BIO,4,"The Entrepreneur’s Journey (Guest Lecture) was well organized, excellent speakers, hands-on and practical.",High,106,13,0.7003,Positive
04-11-2024 06:04,ByteBlast Coding Games,Tech Fest,MBA,5,"ByteBlast Coding Games (Tech Fest) was learnt a lot, useful takeaways.",High,70,11,0.4404,Positive
